brand,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Maruti,6,65000,Dealer,Diesel,Manual,28.4,1248,74.0,5,504254.03
Mahindra,15,122524,Dealer,Diesel,Manual,12.05,2179,120.0,8,273498.3
Audi,8,42000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1331172.0
Toyota,6,160000,Individual,Diesel,Manual,12.99,2494,100.6,7,1059135.9
Tata,4,20000,Individual,Petrol,Manual,17.0,1198,108.5,5,677039.6
Maruti,2,15000,Individual,Petrol,Manual,20.52,1197,81.8,5,574137.44
Hyundai,4,30000,Dealer,Petrol,Manual,18.9,1197,81.86,5,513414.1
Maruti,14,60000,Individual,Petrol,Manual,17.3,1061,64.0,5,107931.164
Honda,11,80000,Individual,Petrol,Manual,17.0,1497,118.0,5,321760.94
Hyundai,8,70000,Individual,Petrol,Manual,18.5,1197,82.85,5,368968.06
Maruti,4,65000,Individual,Petrol,Manual,21.4,1197,83.1,5,564827.25
Ford,2,17000,Individual,Petrol,Manual,19.0,1194,94.68,5,684153.4
Maruti,5,33000,Individual,Petrol,Manual,21.4,1197,83.1,5,535900.0
Maruti,3,51000,Dealer,Diesel,Manual,24.3,1248,88.5,5,868633.6
BMW,11,21000,Dealer,Petrol,Automatic,10.8,2497,150.0,5,1342480.2
Hyundai,4,42000,Dealer,Petrol,Manual,18.6,1197,81.83,5,609514.9
Toyota,6,60000,Individual,Diesel,Manual,13.0,2982,168.5,7,1657163.6
Jeep,3,9800,Dealer,Petrol,Manual,16.0,1368,160.0,5,1413125.2
Hyundai,7,39000,Individual,Petrol,Manual,18.9,1197,82.0,5,416587.28
Volkswagen,7,53000,Dealer,Petrol,Automatic,17.21,1197,103.6,5,567387.94
Honda,4,46497,Dealer,Petrol,Automatic,18.0,1497,117.6,5,941234.44
Ford,6,58000,Dealer,Diesel,Manual,23.0,1498,98.96,5,596562.3
Mercedes-Benz,7,72279,Dealer,Diesel,Automatic,14.21,2143,203.0,5,2083600.0
Honda,3,20833,Dealer,Petrol,Manual,18.6,1199,88.76,5,669470.4
Honda,9,72000,Dealer,Petrol,Manual,17.0,1497,118.0,5,438084.16
Honda,7,55000,Dealer,Diesel,Manual,26.0,1498,98.6,5,545328.0
Ford,1,6000,Dealer,Diesel,Manual,23.0,1498,98.96,5,1022440.25
Maruti,5,60000,Individual,Petrol,Manual,22.74,796,47.3,5,242072.69
Maruti,3,39852,Dealer,Diesel,Manual,28.4,1248,74.0,5,744433.4
Renault,4,40000,Individual,Petrol,Automatic,14.99,1498,104.5,5,781664.7
Renault,5,32736,Dealer,Petrol,Manual,23.01,999,67.0,5,333442.56
Hyundai,1,1000,Individual,Petrol,Manual,18.9,1197,81.86,5,589780.9
Renault,5,28000,Dealer,Petrol,Manual,25.17,799,53.3,5,314545.1
BMW,6,120000,Individual,Diesel,Automatic,14.69,2993,258.0,5,2378879.0
Hyundai,10,29000,Dealer,Petrol,Manual,20.36,1197,78.9,5,259384.38
Maruti,5,90000,Individual,Diesel,Manual,27.39,1248,74.0,5,548934.06
Toyota,12,69000,Dealer,Diesel,Manual,12.8,2494,102.0,8,680789.75
Mahindra,7,90000,Individual,Diesel,Manual,15.1,2179,140.0,7,753927.25
Audi,5,51000,Dealer,Diesel,Automatic,18.25,1968,187.74,5,2392731.0
Hyundai,6,56000,Dealer,Diesel,Manual,23.9,1582,126.2,5,666849.56
Hyundai,4,27266,Dealer,Petrol,Manual,18.6,1197,81.83,5,636807.6
Mercedes-Benz,9,23000,Dealer,Petrol,Automatic,10.93,3498,272.0,2,2085140.6
Renault,5,38000,Dealer,Petrol,Manual,25.17,799,53.3,5,306164.1
Hyundai,9,120000,Individual,Petrol,Manual,17.92,1086,62.1,5,191430.05
Hyundai,6,47000,Dealer,Petrol,Manual,18.5,1197,82.85,5,467707.34
Hyundai,4,100000,Individual,Diesel,Manual,23.9,1582,126.2,5,813839.75
Mahindra,4,55000,Individual,Diesel,Manual,16.36,2179,140.0,7,1254732.5
Toyota,4,15000,Individual,Diesel,Automatic,12.9,2755,174.5,7,3254495.8
Renault,4,35000,Individual,Petrol,Manual,14.19,1498,104.5,5,722923.6
Ford,4,40423,Dealer,Petrol,Automatic,14.7,1496,120.69,5,893964.56
Hyundai,9,61000,Dealer,Diesel,Manual,22.32,1582,126.3,5,466549.5
Hyundai,6,57000,Dealer,Diesel,Manual,22.32,1582,126.32,5,710188.1
Hyundai,2,8836,Individual,Petrol,Manual,17.0,1591,121.3,5,1045701.0
Honda,8,15000,Individual,Petrol,Manual,16.8,1497,116.3,5,542592.06
Honda,2,10000,Individual,Petrol,Automatic,18.0,1497,117.6,5,1166783.0
Tata,8,120000,Individual,Diesel,Manual,14.0,2179,138.1,7,464666.78
Maruti,7,56000,Dealer,Petrol,Manual,16.1,1197,85.0,5,415883.47
Maruti,6,90000,Individual,Diesel,Manual,20.77,1248,88.76,7,634602.06
Mahindra,6,35000,Individual,Diesel,Manual,15.1,2179,140.0,7,952566.5
Hyundai,5,62214,Dealer,Diesel,Manual,24.0,1120,70.0,5,440559.84
Ford,4,54000,Dealer,Diesel,Manual,23.0,1498,98.96,5,778976.75
Hyundai,11,120000,Individual,Petrol,Manual,18.5,1197,80.0,5,243508.25
Volkswagen,8,69000,Dealer,Petrol,Manual,16.47,1198,73.9,5,372909.6
Renault,5,56400,Individual,Diesel,Manual,19.87,1461,83.8,5,677816.2
Honda,9,70000,Individual,Petrol,Manual,14.8,1799,130.2,5,433934.38
Honda,7,110000,Individual,Diesel,Manual,26.0,1498,98.6,5,519216.44
Hyundai,9,47000,Dealer,Petrol,Automatic,19.2,1197,80.0,5,369186.66
Honda,6,31996,Dealer,Petrol,Manual,17.0,1497,118.0,5,660496.9
Maruti,8,62500,Dealer,Petrol,Manual,21.79,998,67.05,5,282857.2
Maruti,3,100000,Individual,Diesel,Automatic,28.4,1248,74.02,5,716765.8
Honda,6,37000,Dealer,Petrol,Manual,18.0,1198,86.7,5,446393.7
Skoda,7,79000,Dealer,Diesel,Automatic,17.2,1968,138.1,5,1016983.7
Honda,5,39000,Dealer,Petrol,Manual,18.7,1199,88.7,5,546603.1
Hyundai,5,28500,Dealer,Petrol,Manual,18.9,1197,82.0,5,473661.66
Maruti,7,89000,Dealer,Diesel,Manual,19.3,1248,73.9,5,518360.03
Ford,4,14636,Dealer,Petrol,Manual,15.9,1496,120.69,5,786878.56
Honda,4,52377,Dealer,Petrol,Automatic,19.0,1199,88.7,5,692047.6
Mahindra,7,120000,Individual,Diesel,Manual,15.1,2179,140.0,7,751450.75
Mahindra,2,40000,Individual,Diesel,Manual,16.5,1493,70.0,7,812750.0
Mahindra,4,59800,Dealer,Diesel,Manual,15.4,1997,120.0,7,1041828.8
Hyundai,13,90000,Individual,Diesel,Manual,16.8,1493,110.0,5,231404.7
Maruti,10,35000,Individual,Petrol,Manual,18.6,1197,85.8,5,325180.47
Tata,9,94000,Individual,Diesel,Manual,13.93,2179,138.03,7,347982.9
Kia,2,15000,Individual,Petrol,Automatic,16.8,1497,113.4,5,1332822.1
Maruti,3,20000,Individual,Petrol,Manual,22.0,1197,81.8,5,594362.94
Hyundai,5,5301,Trustmark Dealer,Petrol,Automatic,18.9,1197,82.0,5,538350.56
Honda,10,119000,Individual,Petrol,Manual,17.0,1497,118.0,5,378618.1
BMW,9,200000,Individual,Diesel,Automatic,16.09,1995,184.0,5,1449844.9
Toyota,3,80000,Individual,Diesel,Manual,13.68,2393,147.8,8,1583793.9
Tata,14,74555,Dealer,Diesel,Manual,11.57,2179,138.1,7,131061.695
Mahindra,4,70000,Individual,Diesel,Manual,16.5,1493,70.0,7,677544.75
Datsun,6,70000,Individual,Petrol,Manual,19.44,1198,67.0,7,347132.06
Hyundai,6,156000,Individual,Diesel,Manual,23.9,1582,126.2,5,770354.5
BMW,8,30000,Dealer,Diesel,Automatic,9.52,2993,313.0,4,3770402.5
Datsun,4,44000,Dealer,Petrol,Manual,19.02,1198,67.05,5,287595.56
Hyundai,3,18000,Dealer,Petrol,Automatic,14.62,1999,149.92,5,1482185.9
Volkswagen,9,38000,Dealer,Diesel,Manual,22.07,1199,73.9,5,318116.62
Mahindra,9,73615,Dealer,Diesel,Manual,15.1,2179,140.0,7,648441.1
Maruti,6,70000,Individual,Diesel,Manual,26.59,1248,74.0,5,518060.53
Volkswagen,10,78265,Dealer,Diesel,Manual,20.54,1598,103.6,5,362836.75
Skoda,3,9570,Dealer,Petrol,Automatic,14.3,1598,103.2,5,1063979.1
Hyundai,3,90000,Individual,Diesel,Manual,22.1,1396,88.7,5,856927.6
Tata,4,11500,Dealer,Petrol,Automatic,23.84,1199,83.83,5,530831.8
Datsun,2,20000,Individual,Petrol,Automatic,22.5,999,67.0,5,314658.22
Mercedes-Benz,6,20000,Dealer,Diesel,Automatic,13.5,2987,254.79,5,5658345.0
Honda,2,4387,Dealer,Petrol,Manual,17.8,1198,86.7,5,668714.9
Maruti,4,21000,Dealer,Petrol,Automatic,19.56,1197,81.8,5,683432.75
Volkswagen,11,70000,Individual,Diesel,Manual,19.7,1598,103.6,5,260517.81
Honda,2,8000,Dealer,Petrol,Manual,18.6,1199,88.76,5,721314.94
Mini,6,70000,Dealer,Diesel,Automatic,16.6,1998,112.0,5,1556522.1
Renault,8,61000,Individual,Diesel,Manual,20.46,1461,83.8,5,496816.6
Toyota,9,100000,Individual,Diesel,Automatic,11.5,2982,169.0,7,1274850.2
Datsun,4,21300,Dealer,Petrol,Manual,22.7,799,53.64,5,255398.78
Honda,3,31000,Dealer,Petrol,Manual,17.4,1497,117.3,5,925836.4
Mercedes-Benz,4,26000,Dealer,Petrol,Automatic,12.0,1991,184.0,5,3999984.5
Mahindra,8,113143,Dealer,Diesel,Manual,15.1,2179,140.0,7,648251.94
Tata,3,60000,Individual,Diesel,Manual,27.28,1047,69.0,5,400829.06
Audi,9,36000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1486031.4
Hyundai,2,12909,Trustmark Dealer,Petrol,Manual,18.9,1197,81.86,5,539999.1
Maruti,4,40000,Individual,Petrol,Manual,21.21,1197,81.8,5,561991.4
Volkswagen,3,18523,Dealer,Petrol,Automatic,17.21,1798,189.0,4,957572.44
Hyundai,8,51000,Dealer,Petrol,Manual,17.1,1591,121.3,5,461660.53
Honda,8,74000,Dealer,Petrol,Manual,16.9,1497,100.0,5,430141.72
Jeep,3,67000,Dealer,Diesel,Manual,17.1,1956,170.0,5,1772513.8
Hyundai,7,48100,Dealer,Petrol,Manual,18.6,1197,81.83,5,469934.34
Tata,4,60000,Dealer,Diesel,Manual,17.6,2179,153.86,7,1178142.2
Tata,3,42388,Dealer,Diesel,Manual,21.5,1497,108.5,5,823438.5
Maruti,7,85000,Dealer,Petrol,Manual,21.79,998,67.05,5,298797.56
Ford,11,93000,Dealer,Diesel,Manual,20.0,1399,68.0,5,242317.98
Maruti,5,76000,Dealer,Diesel,Manual,24.52,1248,88.5,7,771771.5
Ford,7,61000,Dealer,Diesel,Manual,20.0,1399,68.05,5,326278.9
Maruti,4,70000,Individual,Diesel,Manual,28.4,1248,74.02,5,625254.56
Hyundai,8,30000,Individual,Petrol,Manual,18.5,1197,82.85,5,406134.1
Mahindra,4,43000,Dealer,Diesel,Automatic,16.0,1997,140.0,7,1237035.0
Hyundai,7,55000,Dealer,Petrol,Manual,20.36,1197,78.9,5,334266.56
Hyundai,9,50000,Dealer,Petrol,Manual,20.36,1197,78.9,5,276401.25
Maruti,6,75000,Dealer,Diesel,Manual,28.4,1248,74.0,5,454891.66
Hyundai,7,31847,Dealer,Petrol,Manual,18.5,1197,80.0,5,445902.28
Maruti,3,34533,Dealer,Diesel,Automatic,24.3,1248,88.5,5,933010.56
Maruti,5,76508,Trustmark Dealer,Petrol,Manual,20.4,1197,83.11,5,445721.16
Hyundai,11,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,188764.73
Honda,3,13000,Individual,Petrol,Manual,17.5,1199,88.7,5,811346.7
Mahindra,6,90000,Individual,Diesel,Manual,15.96,2523,62.1,7,530323.75
Hyundai,5,33000,Dealer,Petrol,Manual,15.8,1591,121.3,5,921904.1
Tata,8,120000,Individual,Diesel,Manual,14.0,2179,138.1,7,464666.78
Maruti,17,70000,Individual,Petrol,Manual,19.7,796,46.3,5,85781.44
Maruti,15,70000,Individual,Petrol,Manual,19.7,796,46.3,5,90336.36
Hyundai,5,60000,Individual,Petrol,Manual,17.19,1197,81.86,5,537135.7
Renault,2,10000,Individual,Petrol,Automatic,24.04,999,67.0,5,423470.94
Mahindra,4,73435,Dealer,Diesel,Manual,15.96,2523,62.1,7,679986.44
Maruti,8,50000,Individual,Petrol,Manual,22.74,796,47.3,5,218280.53
Maruti,5,110000,Individual,Diesel,Manual,28.09,1248,88.5,5,636439.7
Maruti,4,20000,Individual,Petrol,Manual,21.4,1197,83.1,5,611376.6
Maruti,9,80000,Individual,Diesel,Manual,19.3,1248,73.9,5,359925.25
Mahindra,14,92000,Dealer,Diesel,Manual,10.5,2179,120.0,7,292217.9
Mercedes-Benz,7,6800,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1571684.5
Hyundai,5,64000,Dealer,Diesel,Manual,19.67,1582,126.2,5,990326.44
Maruti,2,9500,Dealer,Petrol,Manual,21.01,1197,81.8,5,673368.6
Maruti,3,30000,Individual,Diesel,Manual,28.4,1248,74.02,5,748989.56
Maruti,5,37000,Dealer,Diesel,Manual,25.2,1248,74.0,5,602793.06
Maruti,3,20067,Trustmark Dealer,Petrol,Manual,21.63,998,67.04,5,452016.75
Honda,11,45000,Dealer,Petrol,Manual,14.8,1799,130.2,5,316330.5
Honda,6,33000,Dealer,Petrol,Manual,18.0,1198,86.7,5,456672.06
Maruti,2,25000,Individual,Petrol,Manual,21.21,1197,81.8,5,623593.75
Hyundai,9,47000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,328198.2
Audi,4,71000,Dealer,Diesel,Automatic,12.07,2967,241.4,7,4354860.0
Hyundai,12,70521,Dealer,LPG,Manual,13.45,1086,62.1,5,177280.48
Maruti,5,35000,Individual,Petrol,Manual,22.74,796,47.3,5,249675.72
Maruti,4,55000,Individual,Petrol,Manual,15.37,1196,73.0,5,326170.0
Hyundai,3,40000,Individual,Petrol,Manual,18.6,1197,81.83,5,617366.4
Hyundai,2,65000,Dealer,Diesel,Automatic,22.0,1582,126.2,5,1214930.9
Mahindra,3,55000,Individual,Diesel,Manual,15.96,2523,63.0,9,742771.9
Hyundai,4,5238,Dealer,Petrol,Manual,18.9,1197,81.86,5,535978.75
Volkswagen,5,86400,Dealer,Diesel,Manual,20.14,1498,88.0,5,559639.7
Hyundai,8,70000,Individual,Petrol,Manual,18.5,1197,82.9,5,362131.56
Maruti,5,53000,Dealer,CNG,Manual,33.54,998,67.04,5,372404.22
BMW,9,70000,Dealer,Diesel,Automatic,17.05,1995,184.0,5,1208229.2
Honda,8,31000,Dealer,Petrol,Manual,17.0,1497,118.0,5,503046.03
Maruti,6,50000,Individual,Diesel,Manual,27.39,1248,74.0,5,528658.9
BMW,5,41000,Dealer,Diesel,Automatic,21.76,1995,188.0,5,2853071.0
Maruti,2,20000,Individual,Petrol,Manual,22.0,1197,81.8,5,603677.3
Hyundai,8,65512,Dealer,Diesel,Manual,22.32,1582,126.32,5,487243.53
Maruti,4,29000,Dealer,Diesel,Manual,28.4,1248,74.02,5,730529.25
Maruti,5,4300,Individual,Petrol,Manual,21.4,1197,83.1,5,576216.94
Maruti,8,91000,Dealer,Diesel,Manual,23.4,1248,74.0,5,438410.56
Maruti,6,72000,Individual,Diesel,Manual,24.52,1248,88.5,7,704403.44
Hyundai,2,15000,Individual,Petrol,Automatic,18.9,1197,81.86,5,600570.1
Renault,3,41000,Dealer,Petrol,Manual,23.01,999,67.0,5,368695.12
Hyundai,2,10000,Individual,Petrol,Manual,17.0,1591,121.3,5,1046865.44
Maruti,3,35000,Individual,Diesel,Manual,28.4,1248,74.02,5,749015.94
Honda,4,50000,Dealer,Petrol,Manual,17.4,1497,117.6,5,834018.6
Maruti,4,77000,Dealer,Diesel,Manual,19.3,1248,73.9,5,662463.8
Maruti,5,120000,Individual,Petrol,Manual,20.51,998,67.04,5,302404.2
Maruti,9,79000,Individual,Diesel,Manual,23.4,1248,74.0,5,437324.0
Maruti,9,66000,Dealer,Petrol,Manual,20.51,998,67.04,5,267834.94
Hyundai,8,131000,Individual,Diesel,Manual,21.27,1396,88.76,5,403364.56
Skoda,8,85500,Individual,Diesel,Manual,20.5,1598,103.5,5,378125.56
Maruti,2,22987,Trustmark Dealer,Petrol,Manual,24.7,796,47.3,5,316124.84
BMW,11,90000,Dealer,Diesel,Automatic,11.5,2993,235.0,5,1743714.2
Volkswagen,8,60000,Individual,Diesel,Manual,22.07,1199,73.9,5,344863.2
Honda,5,53000,Dealer,Petrol,Manual,16.8,1497,116.3,5,682751.4
Maruti,10,62000,Dealer,Petrol,Manual,15.37,1196,73.0,5,247462.83
Maruti,2,5000,Dealer,Petrol,Manual,23.1,998,67.04,5,487437.34
Mahindra,5,40000,Individual,Diesel,Manual,25.32,1198,77.0,6,464708.0
Maruti,3,5000,Individual,Petrol,Automatic,23.1,998,67.04,5,468069.22
Maruti,4,27000,Dealer,Petrol,Manual,24.7,796,47.3,5,293540.44
Volkswagen,7,55000,Dealer,Diesel,Manual,22.27,1498,108.6,5,485054.28
BMW,7,24000,Dealer,Diesel,Automatic,17.05,1995,184.0,5,1900050.9
Hyundai,4,29599,Dealer,Diesel,Manual,21.19,1396,88.73,5,726487.8
Maruti,10,120000,Individual,Petrol,Manual,18.9,998,67.1,5,197982.14
Mahindra,2,30000,Individual,Diesel,Manual,16.36,2179,140.0,7,1448030.6
Hyundai,6,64000,Dealer,Petrol,Manual,18.9,1197,82.0,5,433212.44
BMW,5,43000,Dealer,Diesel,Automatic,19.59,1995,184.0,5,2542971.2
BMW,6,49000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,2112933.2
Hyundai,7,47900,Dealer,Petrol,Automatic,15.0,1396,98.6,5,506353.16
Hyundai,4,53958,Dealer,Diesel,Automatic,18.23,1582,126.2,5,1120625.6
Hyundai,2,4800,Dealer,Petrol,Manual,18.6,1197,81.86,5,701953.0
Honda,5,77694,Dealer,Petrol,Manual,17.8,1497,117.3,5,732509.8
Hyundai,8,74832,Dealer,Petrol,Manual,17.1,1591,121.3,5,465591.22
Maruti,3,14774,Trustmark Dealer,Petrol,Manual,21.56,1462,103.25,5,810745.75
Honda,3,25000,Individual,Diesel,Manual,25.5,1498,98.6,5,843563.4
Hyundai,8,57692,Individual,Diesel,Manual,21.27,1396,88.76,5,435016.66
Maruti,12,51800,Dealer,Petrol,Manual,17.5,1298,85.8,5,270105.8
Maruti,6,39000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,658277.7
Maruti,2,18000,Dealer,Petrol,Manual,17.5,1373,91.1,7,892167.5
Hyundai,3,40000,Dealer,Petrol,Automatic,17.0,1591,121.3,5,1063191.0
Hyundai,10,70000,Dealer,Diesel,Manual,21.9,1396,90.0,5,334675.16
Honda,10,93292,Dealer,Petrol,Manual,17.0,1497,118.0,5,374566.97
Tata,3,40000,Individual,Petrol,Manual,20.3,1199,84.0,5,484231.1
Mahindra,5,112000,Dealer,Diesel,Manual,15.4,2179,120.0,7,1007014.1
Hyundai,2,14351,Dealer,Petrol,Manual,18.27,998,118.35,5,987291.9
Maruti,9,66001,Dealer,Diesel,Manual,22.9,1248,74.0,5,389839.22
Volkswagen,11,350000,Individual,Petrol,Manual,16.47,1198,73.9,5,167669.6
Honda,5,71400,Dealer,Diesel,Manual,27.3,1498,98.6,5,615993.7
Maruti,3,19000,Dealer,Petrol,Automatic,19.56,1197,81.8,5,728961.94
Toyota,13,270000,Individual,Diesel,Manual,12.8,2494,102.0,8,455955.34
Maruti,5,31000,Dealer,Petrol,Automatic,23.95,998,67.05,5,387183.75
Maruti,9,30000,Individual,Petrol,Manual,18.9,998,67.1,5,263631.97
Maruti,3,46000,Dealer,Diesel,Manual,28.4,1248,74.0,5,725001.8
Maruti,3,15000,Dealer,Petrol,Manual,20.65,1462,103.25,5,858361.44
Datsun,3,30000,Individual,Petrol,Manual,22.5,999,67.0,5,301434.12
BMW,3,45000,Dealer,Diesel,Automatic,15.97,2993,258.0,5,4775012.0
Audi,6,28000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1794158.6
Toyota,6,95000,Dealer,Diesel,Manual,12.8,2494,102.0,7,1078891.0
Hyundai,4,40000,Dealer,Petrol,Automatic,18.9,1197,81.86,5,566461.25
Mercedes-Benz,5,71000,Dealer,Diesel,Automatic,11.0,2987,258.0,7,4538130.0
Mahindra,7,100000,Dealer,Diesel,Manual,15.4,1997,120.0,7,715789.6
Maruti,4,34000,Dealer,Diesel,Manual,24.52,1248,88.5,7,860326.7
Honda,6,72000,Dealer,Diesel,Manual,25.8,1498,98.6,5,441820.84
Hyundai,5,50000,Individual,Petrol,Manual,18.9,1197,82.0,5,429454.75
Maruti,2,46000,Dealer,CNG,Manual,21.94,1196,61.7,5,443208.84
Hyundai,7,62000,Dealer,Petrol,Manual,20.36,1197,78.9,5,329532.38
Renault,4,8500,Individual,Petrol,Manual,25.17,799,53.3,5,329059.4
Ford,3,22506,Dealer,Petrol,Manual,17.0,1497,121.31,5,865548.4
Renault,7,40000,Individual,Petrol,Manual,25.17,799,53.3,5,238922.73
Ford,6,48015,Dealer,Diesel,Manual,25.83,1498,99.0,5,481472.8
Hyundai,3,40000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1150754.0
Renault,3,11051,Dealer,Petrol,Manual,23.01,999,67.0,5,389429.38
Maruti,5,38765,Dealer,Petrol,Manual,22.0,1197,81.8,5,508350.5
Toyota,10,88001,Dealer,Diesel,Manual,12.8,2494,102.0,8,678268.2
Volkswagen,7,51000,Dealer,Diesel,Manual,20.14,1498,88.8,5,454225.8
Volkswagen,8,55000,Dealer,Diesel,Manual,20.34,1498,103.2,5,417667.72
Hyundai,6,31695,Dealer,Petrol,Manual,18.6,1197,81.83,5,527615.8
Toyota,12,85500,Dealer,Diesel,Manual,12.8,2494,102.0,8,669374.0
Maruti,5,43000,Dealer,Diesel,Manual,26.21,1248,88.5,5,668951.5
Toyota,9,63000,Dealer,Diesel,Manual,12.99,2494,100.0,8,749095.25
Maruti,5,20000,Individual,Petrol,Manual,21.4,1197,83.1,5,556852.1
Toyota,11,280000,Individual,Diesel,Manual,12.8,2494,102.0,8,479875.72
Maruti,7,63000,Dealer,Petrol,Manual,15.37,1196,72.42,7,306470.84
Hyundai,13,60000,Dealer,Petrol,Automatic,19.2,1197,80.0,5,271771.88
Hyundai,2,15000,Individual,Diesel,Manual,19.67,1582,126.2,5,1336986.4
Maruti,4,60000,Individual,Petrol,Manual,21.21,1197,81.8,5,556983.8
Volkswagen,10,63000,Dealer,Petrol,Manual,16.47,1198,73.9,5,273408.88
Datsun,3,10400,Individual,Petrol,Manual,22.5,999,67.0,5,327182.53
Maruti,3,18000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,822436.3
Honda,6,62000,Dealer,Petrol,Manual,17.8,1497,117.3,5,602767.25
Mahindra,5,70000,Individual,Diesel,Manual,25.32,1198,77.0,6,371081.84
Hyundai,6,27599,Trustmark Dealer,Petrol,Manual,19.81,1086,68.05,5,359972.28
Volkswagen,3,54495,Dealer,Diesel,Manual,20.14,1498,88.0,5,718833.1
Maruti,5,6800,Individual,Petrol,Manual,24.7,796,47.3,5,285803.3
Maruti,6,120000,Individual,Petrol,Manual,19.0,1197,85.8,5,314631.22
Honda,6,58972,Dealer,Diesel,Manual,26.0,1498,98.6,5,623545.56
Maruti,2,10000,Individual,Petrol,Manual,15.37,1196,73.0,5,383252.88
Maruti,5,31600,Dealer,Petrol,Manual,21.4,1197,83.1,5,554050.44
BMW,2,7099,Dealer,Diesel,Automatic,14.71,2993,265.0,5,6619396.5
Mahindra,5,25000,Individual,Petrol,Manual,18.15,1198,82.0,5,409755.3
Hyundai,9,72545,Dealer,Diesel,Manual,22.32,1582,126.32,5,477343.4
Maruti,6,53000,Dealer,Diesel,Manual,26.59,1248,74.0,5,526976.6
Tata,3,80000,Individual,Diesel,Manual,21.5,1497,108.5,5,752244.5
Hyundai,3,29000,Dealer,Petrol,Manual,18.6,1197,81.83,5,653207.9
BMW,9,69000,Dealer,Diesel,Automatic,18.48,1995,177.0,5,1384747.9
Hyundai,4,68000,Dealer,Diesel,Automatic,17.6,1582,126.2,5,1187916.0
Honda,6,42000,Individual,Petrol,Manual,17.4,1497,117.3,5,629529.06
Maruti,15,72145,Individual,Petrol,Manual,19.7,796,46.3,5,81486.164
Maruti,6,55000,Dealer,CNG,Manual,26.2,998,58.2,5,342334.16
Mahindra,8,70000,Individual,Diesel,Manual,15.1,2179,140.0,7,618885.5
Hyundai,5,55000,Individual,Diesel,Manual,22.54,1396,88.73,5,617809.25
Audi,8,85000,Dealer,Diesel,Automatic,12.07,2967,241.4,7,2449601.2
Maruti,7,86000,Dealer,Petrol,Manual,18.9,998,67.1,5,326447.28
Honda,6,51000,Dealer,Petrol,Manual,17.8,1497,117.3,5,607630.94
Maruti,3,5000,Individual,Petrol,Automatic,20.89,1197,81.8,5,575876.3
Maruti,3,19000,Dealer,Diesel,Manual,26.82,1498,93.87,5,824066.2
Renault,8,65000,Dealer,Diesel,Manual,19.01,1461,108.45,5,436163.2
Maruti,9,58000,Individual,Petrol,Manual,18.6,1197,85.8,5,346773.06
Hyundai,4,49000,Dealer,Diesel,Automatic,22.0,1582,126.2,5,1074083.4
Ford,10,48971,Dealer,Diesel,Manual,20.0,1399,68.0,5,243814.98
Hyundai,7,66266,Dealer,Diesel,Manual,21.27,1396,88.76,5,502257.47
Mahindra,6,65859,Dealer,Diesel,Manual,15.4,2179,120.0,7,945932.7
Maruti,10,69001,Dealer,Petrol,Manual,17.3,1061,64.0,5,231508.89
Maruti,11,42500,Dealer,Diesel,Manual,25.2,1248,74.0,5,260287.61
Tata,9,90000,Individual,Diesel,Manual,11.57,2179,138.1,7,345954.84
Skoda,9,97000,Dealer,Diesel,Automatic,17.2,1968,138.1,5,737447.1
Maruti,7,110000,Individual,Petrol,Automatic,23.1,998,67.04,5,296214.8
Maruti,3,8300,Individual,Petrol,Manual,23.1,998,67.04,5,432474.34
Renault,3,7300,Individual,Petrol,Manual,25.17,799,53.3,5,349153.03
Ford,4,43000,Dealer,Diesel,Automatic,10.91,3198,197.0,7,2834645.0
Honda,7,66100,Dealer,Diesel,Manual,26.0,1498,98.6,5,544644.56
Ford,10,80000,Individual,Diesel,Manual,20.0,1399,68.0,5,202294.62
Mahindra,3,90000,Individual,Diesel,Manual,15.96,2523,62.1,7,675165.9
Renault,4,20000,Individual,Petrol,Automatic,24.04,999,67.0,5,368410.78
Volkswagen,10,70000,Dealer,Diesel,Manual,20.54,1598,103.6,5,349012.22
Maruti,6,58000,Dealer,Petrol,Manual,15.37,1196,73.0,5,342770.28
Maruti,4,80000,Individual,Petrol,Manual,24.7,796,47.3,5,286776.12
Renault,8,66733,Dealer,Diesel,Manual,19.01,1461,108.45,5,436163.2
Toyota,3,36000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1697222.8
Volkswagen,7,59400,Dealer,Diesel,Manual,20.14,1498,88.8,5,461501.62
Maruti,7,61500,Dealer,Diesel,Manual,23.4,1248,74.0,5,468304.97
Toyota,2,54287,Dealer,Diesel,Manual,13.68,2393,147.8,7,1785949.1
Ford,10,113000,Dealer,Diesel,Manual,20.0,1399,68.0,5,246797.27
Tata,2,35000,Individual,Petrol,Manual,23.84,1199,84.0,5,457607.66
Maruti,4,16000,Individual,Petrol,Manual,20.51,998,67.04,5,390383.88
