brand,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Mahindra,7,76000,Individual,Diesel,Manual,15.1,2179,140,7,690000
Hyundai,5,70800,Dealer,Diesel,Manual,22.54,1396,88.73,5,650000
Hyundai,12,67000,Individual,Petrol,Manual,20.36,1197,78.9,5,210000
Maruti,7,30000,Individual,Petrol,Manual,20.51,998,67.04,5,321000
Ford,3,30000,Dealer,Diesel,Manual,23,1498,98.96,5,950000
Toyota,2,27000,Dealer,Diesel,Automatic,11.36,2755,171.5,8,1950000
Maruti,11,50000,Individual,Petrol,Manual,17.5,1197,85.8,5,300000
Mahindra,7,90000,Individual,Diesel,Manual,15.1,2179,140,7,675000
Hyundai,8,47000,Dealer,Petrol,Manual,17,1197,80,5,475000
Maruti,7,50900,Dealer,Diesel,Manual,19.3,1248,73.9,5,450000
Maruti,3,56000,Individual,Petrol,Manual,22,1197,81.8,5,500000
Maruti,4,63000,Individual,Diesel,Manual,24.52,1248,88.5,7,750000
Hyundai,2,9500,Dealer,Petrol,Manual,18.27,998,118.35,5,835000
Ford,4,40000,Individual,Diesel,Manual,22.77,1498,98.59,5,888000
Maruti,8,97000,Individual,Petrol,Manual,18.6,1197,85.8,5,400000
Hyundai,8,43000,Individual,Petrol,Manual,18.9,1197,82,5,355000
Honda,5,57116,Dealer,Petrol,Manual,17.4,1497,117.3,5,665000
Hyundai,4,35000,Individual,Petrol,Manual,18.9,1197,81.86,5,510000
BMW,7,65000,Dealer,Diesel,Automatic,16.09,1995,184,5,2025000
Maruti,12,54000,Dealer,Petrol,Manual,16.1,1298,88.2,5,360000
Maruti,6,32900,Individual,Petrol,Manual,23.95,998,67.1,5,350000
Mahindra,8,40000,Individual,Diesel,Manual,14,2523,75,8,550000
Maruti,3,55000,Individual,Petrol,Manual,24.7,796,47.3,5,230000
Maruti,6,50000,Individual,CNG,Manual,30.46,796,47.3,5,240000
Maruti,11,99590,Individual,Diesel,Manual,17.8,1248,75,5,300000
Mahindra,2,10000,Individual,Diesel,Manual,15.1,2179,152.87,7,1700000
Maruti,5,36355,Dealer,Diesel,Manual,24.3,1248,88.5,5,765000
Ford,2,42000,Dealer,Diesel,Manual,23,1498,98.96,5,1021000
Hyundai,4,100000,Individual,Petrol,Manual,18.6,1197,81.83,5,580000
Maruti,3,29000,Dealer,Petrol,Automatic,18.5,1197,83.14,5,630000
Honda,4,70000,Dealer,Diesel,Manual,26,1498,98.6,5,825000
Skoda,6,39900,Dealer,Petrol,Automatic,14.7,1798,177.5,5,935000
Mercedes-Benz,11,84000,Dealer,Diesel,Automatic,13.5,2987,282,5,1899000
Hyundai,2,9000,Individual,Diesel,Manual,24,1186,73.97,5,650000
Maruti,2,18000,Dealer,Petrol,Manual,21.21,1197,81.8,5,740000
Renault,4,18000,Individual,Petrol,Manual,25.17,799,53.3,5,350000
Honda,2,10229,Dealer,Petrol,Manual,17.4,1497,117.6,5,1100000
Mahindra,3,47000,Dealer,Diesel,Manual,16.36,2179,140,7,1350000
Skoda,10,65000,Dealer,Diesel,Automatic,18.19,1968,174.5,5,480000
Maruti,5,65000,Dealer,Petrol,Manual,18.6,1197,85.8,5,465000
Hyundai,8,64000,Dealer,Petrol,Manual,17.92,1086,62.1,5,240000
Hyundai,11,64000,Dealer,Petrol,Manual,18.5,1197,80,5,375000
Hyundai,10,53541,Dealer,Petrol,Manual,18.5,1197,80,5,425000
Mahindra,2,12551,Dealer,Diesel,Manual,16.55,2498,105,6,1025000
Mercedes-Benz,8,60000,Individual,Diesel,Automatic,13.5,2987,282,5,2600000
Hyundai,10,50000,Individual,Diesel,Manual,23,1396,90,5,350000
Ford,9,60000,Individual,Diesel,Manual,13.1,2499,141,7,1000000
Honda,5,70000,Dealer,Petrol,Manual,17.8,1497,117.3,5,700000
Renault,5,65000,Dealer,Diesel,Manual,19.6,1461,108.45,5,550000
Hyundai,6,68000,Dealer,Petrol,Manual,18.9,1197,82,5,421000
Maruti,6,107000,Individual,Diesel,Manual,25.2,1248,74,5,600000
Mercedes-Benz,6,37000,Dealer,Diesel,Automatic,14.84,2143,170,5,2399000
Renault,2,10000,Individual,Petrol,Manual,25.17,799,53.3,5,350000
Toyota,3,58000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1750000
Hyundai,2,23700,Individual,Petrol,Manual,18.6,1197,81.86,5,550000
Toyota,12,104000,Individual,Diesel,Manual,12.8,2494,102,8,525000
Volkswagen,7,20000,Dealer,Petrol,Manual,16.47,1198,73.9,5,650000
Hyundai,9,42981,Dealer,Diesel,Automatic,22.32,1582,126.32,5,495000
Maruti,5,63328,Dealer,Diesel,Manual,26.59,1248,74,5,630000
Toyota,9,149000,Individual,Diesel,Manual,12.55,2982,168.5,7,1800000
Toyota,13,193000,Dealer,Diesel,Manual,12.8,2494,102,7,425000
Hyundai,9,70000,Individual,Petrol,Manual,17,1197,80,5,300000
Audi,8,131473,Dealer,Diesel,Automatic,11.8,2967,246.7,5,2900000
Maruti,4,64500,Dealer,Diesel,Manual,24.3,1248,88.5,5,850000
Mahindra,10,70000,Individual,Diesel,Manual,13.6,2523,63,7,300000
Hyundai,13,82000,Dealer,Petrol,Manual,20.36,1197,78.9,5,185000
Renault,7,80000,Individual,Diesel,Manual,19.01,1461,108.45,5,710000
Audi,9,23994,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1275000
Hyundai,5,71000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1080000
Volkswagen,5,32967,Dealer,Petrol,Manual,16.2,1199,74,5,675000
Maruti,7,10000,Individual,Petrol,Manual,22.74,796,47.3,5,320000
Maruti,9,33700,Dealer,Petrol,Manual,20.92,998,67.1,5,200000
Honda,6,74995,Dealer,Petrol,Manual,17.4,1497,117.3,5,640000
Hyundai,5,110000,Individual,Diesel,Automatic,17.01,1582,126.2,5,1050000
Hyundai,2,25000,Individual,Diesel,Manual,23.7,1493,98.6,5,1100000
Toyota,3,12000,Dealer,Petrol,Manual,17.1,1496,105.5,5,1275000
Maruti,3,40000,Individual,Petrol,Manual,22,1197,81.8,5,550000
Maruti,16,120000,Individual,Petrol,Manual,19.7,796,46.3,5,95000
Maruti,5,55000,Individual,Petrol,Manual,20.73,1373,91.1,5,650000
Maruti,2,10000,Dealer,Petrol,Automatic,19.56,1197,81.8,5,781000
Honda,13,80000,Individual,Petrol,Automatic,12.9,1799,130,5,210000
Maruti,3,4000,Individual,Petrol,Manual,22,1197,81.8,5,490000
Mercedes-Benz,7,35000,Dealer,Petrol,Automatic,13,2987,210,5,2575000
Maruti,15,90000,Individual,Petrol,Manual,18.9,998,67.1,5,82875
Maruti,6,90000,Individual,Diesel,Manual,28.4,1248,74,5,420000
Maruti,10,70000,Individual,Petrol,Manual,20.92,998,67.1,5,180000
Maruti,4,53100,Dealer,Diesel,Manual,24.3,1248,88.5,5,885000
Mercedes-Benz,7,82000,Dealer,Diesel,Automatic,11.78,2143,167.62,5,1425000
Volkswagen,10,56238,Dealer,Diesel,Manual,20.54,1598,103.6,5,415000
Hyundai,6,15000,Dealer,Petrol,Automatic,18.9,1197,81.86,5,525000
Mahindra,2,25000,Dealer,Diesel,Manual,17.3,1497,121,8,800000
Volkswagen,7,42000,Dealer,Petrol,Automatic,17.21,1197,103.6,5,610000
Hyundai,7,40000,Individual,Petrol,Manual,18.9,1197,82,5,540000
Jaguar,10,70000,Dealer,Diesel,Automatic,14.74,2993,270.9,5,1550000
Volkswagen,8,45000,Individual,Petrol,Manual,15.04,1598,103.2,5,400000
BMW,5,30000,Dealer,Petrol,Automatic,14.04,1997,184,5,3000000
Audi,7,67700,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1550000
Hyundai,2,30000,Individual,Petrol,Manual,20.3,1086,68,5,550000
Maruti,4,30000,Individual,CNG,Manual,33.54,998,67.04,5,450000
Hyundai,6,48429,Dealer,Petrol,Manual,20.36,1197,78.9,5,315000
Toyota,12,180000,Individual,Diesel,Manual,12.8,2494,102,8,400000
Mahindra,3,70000,Individual,Diesel,Manual,16.5,1493,70,7,670000
Tata,4,30000,Individual,Diesel,Manual,17.6,2179,153.86,7,1330000
Maruti,4,33000,Dealer,Petrol,Automatic,21.63,998,67,5,480000
Volkswagen,11,60000,Individual,Petrol,Manual,16.47,1198,73.9,5,200000
Audi,9,70000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1600000
Hyundai,7,60000,Individual,Petrol,Manual,20.36,1197,78.9,5,276000
Hyundai,7,110000,Individual,Diesel,Manual,22.32,1582,126.3,5,520000
Honda,3,6905,Dealer,Petrol,Automatic,19,1199,88.76,5,750000
Maruti,13,11000,Dealer,Petrol,Manual,14,1061,64,5,195000
Skoda,6,70000,Dealer,Diesel,Manual,21.14,1498,103.52,5,499000
Honda,4,80000,Individual,Diesel,Manual,25.5,1498,98.6,5,800000
Ford,3,33000,Dealer,Diesel,Manual,21.7,1498,98.96,5,950000
Nissan,9,95000,Dealer,Diesel,Manual,14.42,1995,147.6,5,595000
Audi,6,55200,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1725000
Toyota,8,189000,Individual,Diesel,Manual,13,2982,168.5,7,1400000
Maruti,3,25000,Individual,Petrol,Manual,22,1197,81.8,5,550000
Mahindra,10,88000,Dealer,Diesel,Manual,13.5,2179,115,5,499000
Hyundai,4,65000,Individual,Diesel,Manual,21.19,1396,88.73,5,650000
BMW,6,45833,Dealer,Diesel,Automatic,19.59,1995,187.74,5,2700000
Maruti,13,86379,Dealer,Diesel,Manual,19.3,1248,73.9,5,290000
Maruti,6,190000,Individual,Diesel,Manual,26.59,1248,74,5,500000
Maruti,4,12351,Individual,Petrol,Manual,21.4,1197,83.1,5,640000
Maruti,5,68219,Dealer,Diesel,Manual,24.52,1248,88.5,7,650000
Hyundai,6,80000,Individual,Diesel,Manual,22.54,1396,88.73,5,450000
Hyundai,4,35000,Individual,Petrol,Manual,17.19,1197,81.86,5,600000
Maruti,5,22756,Dealer,Petrol,Manual,21.79,998,67.05,5,421000
Maruti,4,61326,Dealer,Diesel,Manual,24.3,1248,88.5,5,985000
Datsun,6,450000,Individual,Petrol,Manual,20.63,1198,67,5,295000
Maruti,5,70000,Individual,Petrol,Manual,23.1,998,67.04,5,375000
BMW,4,30000,Individual,Petrol,Automatic,15.34,1998,249,5,4000000
Honda,18,177000,Dealer,Petrol,Manual,11.7,1343,100,5,100000
Volkswagen,10,60000,Dealer,Petrol,Automatic,14.4,1598,103.6,5,385000
Maruti,4,15500,Dealer,Petrol,Automatic,23.1,998,67.04,5,485000
Honda,6,69000,Dealer,Diesel,Manual,24.7,1498,98.63,5,460000
Toyota,3,116084,Dealer,Diesel,Automatic,11.36,2755,171.5,7,2150000
Maruti,3,17000,Dealer,Petrol,Manual,21.21,1197,81.8,5,705000
Honda,6,80000,Dealer,Diesel,Manual,26,1498,98.6,5,675000
Jeep,4,46706,Dealer,Diesel,Manual,17.1,1956,170,5,1475000
Mahindra,2,18000,Individual,Diesel,Manual,15.1,2179,152.87,7,1400000
Maruti,4,38629,Dealer,Diesel,Manual,28.09,1248,88.5,5,725000
Hyundai,6,13000,Dealer,Petrol,Manual,15.29,1591,121.3,5,950000
Hyundai,5,50000,Dealer,Diesel,Manual,21.19,1396,88.73,5,550000
Maruti,6,212000,Individual,Petrol,Manual,19,1197,85.8,5,200000
Honda,4,79000,Dealer,Petrol,Manual,17.5,1199,88.7,5,715000
Skoda,3,37000,Dealer,Diesel,Automatic,18.19,1968,174.5,5,2499000
Volvo,3,18000,Dealer,Diesel,Automatic,18,1969,190,5,4750000
Mercedes-Benz,7,69550,Dealer,Diesel,Automatic,14.84,2143,170,5,1295000
Skoda,6,81000,Dealer,Petrol,Automatic,14.7,1798,177.5,5,1275000
Maruti,5,66000,Individual,Petrol,Manual,20.51,998,67.04,5,325000
Maruti,1,18000,Dealer,Petrol,Manual,21.21,1197,81.8,5,800000
Skoda,8,77300,Dealer,Diesel,Manual,21.14,1498,103.52,5,475000
Maruti,6,15000,Individual,Petrol,Manual,20.51,998,67.04,5,300000
Hyundai,11,90000,Dealer,Petrol,Manual,20.36,1197,78.9,5,275000
Ford,7,69800,Individual,Petrol,Manual,15.6,1196,70.02,5,380000
Honda,4,30073,Dealer,Petrol,Manual,18,1198,86.7,5,475000
Hyundai,8,70000,Individual,Diesel,Manual,21.9,1396,88.76,5,310000
Hyundai,4,51000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1025000
Tata,3,25000,Dealer,Petrol,Automatic,17,1198,108.5,5,910000
Maruti,4,60000,Individual,Petrol,Manual,24.7,796,47.3,5,250000
Maruti,5,45222,Dealer,CNG,Manual,30.46,796,47.3,5,299000
Maruti,5,13000,Individual,Petrol,Manual,23.95,998,67.05,5,299000
Maruti,2,13500,Individual,Petrol,Manual,15.37,1196,73,5,420000
Hyundai,4,40000,Dealer,Petrol,Manual,15.29,1591,121.3,5,970000
Volkswagen,6,55000,Dealer,Petrol,Manual,16.2,1199,74,5,499000
Maruti,3,30000,Dealer,Diesel,Manual,28.09,1248,88.5,5,1095000
Mahindra,5,120000,Individual,Diesel,Manual,15.4,2523,75,9,825000
Ford,5,37000,Individual,Petrol,Manual,18.16,1196,86.8,5,380000
Kia,2,4500,Dealer,Petrol,Manual,16.1,1353,138,5,1725000
Maruti,14,70000,Individual,Petrol,Manual,18.9,1061,67,5,125000
Audi,8,55500,Dealer,Diesel,Automatic,15.2,1968,140.8,5,1500000
Maruti,6,15000,Dealer,Petrol,Manual,22.74,796,47.3,5,275000
Hyundai,6,25000,Dealer,Petrol,Manual,18.9,1197,82,5,475000
Maruti,4,28763,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,400000
Honda,6,55000,Dealer,Petrol,Manual,16.8,1497,116.3,5,785000
Maruti,3,39472,Dealer,Petrol,Automatic,21.63,998,67.04,5,464000
Hyundai,3,53546,Trustmark Dealer,Petrol,Manual,18.9,1197,81.86,5,485000
Hyundai,4,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,655000
Honda,10,100000,Individual,Petrol,Manual,17,1497,118,5,380000
BMW,8,89000,Dealer,Diesel,Automatic,14.49,2993,258,5,2000000
Maruti,13,120000,Individual,Diesel,Manual,17.8,1248,75,5,300000
Maruti,4,35000,Individual,Petrol,Manual,21.21,1197,81.8,5,700000
Maruti,4,55000,Dealer,Diesel,Manual,24.3,1248,88.5,5,825000
Toyota,4,53400,Dealer,Petrol,Manual,11.25,2694,163.7,7,1427000
Renault,6,68000,Dealer,Diesel,Manual,19.87,1461,83.8,5,497000
Hyundai,11,60000,Individual,Petrol,Manual,17.92,1086,62.1,5,180000
Ford,6,40000,Individual,Diesel,Manual,20,1399,68.05,5,450000
Mercedes-Benz,4,16000,Dealer,Diesel,Automatic,19.27,2143,170,5,3150000
Renault,7,157000,Individual,Diesel,Manual,20.45,1461,83.8,5,550000
Hyundai,3,18000,Dealer,Diesel,Manual,24,1120,70,5,685000
Renault,5,70000,Dealer,Diesel,Manual,19.87,1461,83.8,5,600000
Skoda,6,34000,Dealer,Petrol,Automatic,13.7,1798,157.75,5,1160000
Maruti,2,10000,Individual,Petrol,Manual,21.21,1197,81.8,5,600000
Maruti,5,22000,Dealer,CNG,Manual,26.6,998,58.16,5,415000
Maruti,5,15000,Individual,Petrol,Automatic,19.12,1373,91.1,5,725000
Honda,6,92707,Dealer,Diesel,Manual,25.8,1498,98.6,5,395000
Mahindra,6,170000,Individual,Diesel,Manual,16,2179,140,7,825000
Maruti,13,82400,Dealer,Diesel,Manual,19.3,1248,73.9,5,255000
Maruti,5,72300,Dealer,Diesel,Manual,28.4,1248,74.02,5,665000
Volkswagen,6,52000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,645000
Honda,11,50000,Dealer,Petrol,Automatic,16.8,1497,118,5,350000
Audi,9,64000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1650000
Ford,8,74000,Dealer,Diesel,Manual,22.7,1498,89.84,5,565000
Renault,6,42000,Dealer,Diesel,Manual,19.01,1461,108.45,5,550000
Hyundai,4,35601,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,565000
Skoda,7,349000,Dealer,Diesel,Manual,21.14,1498,103.52,5,349000
Maruti,3,15000,Individual,Petrol,Manual,24.7,796,47.3,5,250000
Hyundai,7,37000,Dealer,Petrol,Manual,18.5,1197,82.9,5,425000
Volkswagen,5,37900,Dealer,Petrol,Automatic,18.19,1197,103.2,5,749000
Maruti,2,15000,Individual,Petrol,Manual,24.7,796,47.3,5,310000
Volkswagen,10,280000,Individual,Diesel,Manual,20.54,1598,103.6,5,300000
Tata,4,35000,Individual,Petrol,Manual,23.84,1199,84,5,380000
Honda,10,40833,Dealer,Petrol,Automatic,16.8,1497,118,5,375000
Maruti,11,80000,Dealer,Petrol,Manual,20.85,1197,83.14,5,325000
Honda,6,119621,Dealer,Diesel,Manual,25.8,1498,98.6,5,410000
Ford,6,75000,Dealer,Diesel,Manual,21.7,1498,98.96,5,475000
Hyundai,8,40000,Dealer,Petrol,Manual,17,1197,80,5,395000
Maruti,4,71000,Dealer,Diesel,Manual,27.39,1248,74,5,650000
Hyundai,2,25000,Individual,Petrol,Manual,18.6,1197,81.86,5,770000
Volkswagen,7,59000,Dealer,Diesel,Manual,20.14,1498,88.8,5,495000
BMW,13,68000,Dealer,Petrol,Automatic,8.45,2979,321,5,750000
Hyundai,4,39000,Dealer,Petrol,Automatic,17.01,1591,121.3,5,790000
Ford,5,37000,Dealer,Petrol,Manual,15.85,1499,110.4,5,675000
BMW,3,10002,Dealer,Diesel,Automatic,22.48,1995,187.74,5,4000000
Hyundai,1,6000,Dealer,Petrol,Automatic,18.15,998,118.35,5,1230000
Ford,4,93456,Dealer,Diesel,Manual,22.77,1498,98.59,5,825000
Maruti,6,40200,Individual,Diesel,Manual,25.2,1248,74,5,498000
Renault,4,40000,Individual,Diesel,Automatic,19.6,1461,108.45,5,1000000
Datsun,1,10000,Dealer,Petrol,Manual,20.71,799,53.64,5,349000
Volkswagen,9,110000,Individual,Diesel,Manual,22.07,1199,73.9,5,320000
Renault,2,15000,Individual,Petrol,Manual,25.17,799,53.3,5,410000
Hyundai,5,63000,Dealer,Diesel,Manual,21.38,1396,88.7,5,750000
Toyota,8,81000,Dealer,Diesel,Manual,12.99,2494,100.6,8,645000
Maruti,4,67000,Dealer,Diesel,Manual,24.3,1248,88.5,5,800000
Hyundai,3,1700,Dealer,Petrol,Manual,18.9,1197,81.86,5,665000
Hyundai,6,64000,Dealer,Diesel,Manual,22.54,1396,88.73,5,660000
Honda,4,31000,Dealer,Petrol,Automatic,19,1199,88.7,5,745000
Skoda,3,35000,Dealer,Diesel,Automatic,21.66,1498,103.52,5,1090000
Maruti,8,50000,Individual,Petrol,Manual,20.92,998,67.1,5,210000
Hyundai,3,50000,Individual,Diesel,Manual,19.67,1582,126.2,5,1200000
Mahindra,2,29800,Dealer,Diesel,Manual,16.55,2498,105,6,795000
Maruti,8,26200,Dealer,Petrol,Manual,22.74,796,47.3,5,235000
Toyota,6,48000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1930000
Hyundai,4,32000,Dealer,Petrol,Manual,15.8,1591,121.3,5,1095000
Hyundai,4,23211,Dealer,Diesel,Manual,23.9,1582,126.2,5,825000
Toyota,4,44510,Dealer,Diesel,Manual,14.24,2755,174.5,7,2975000
Hyundai,2,6000,Dealer,Petrol,Manual,18.9,1197,81.86,5,576000
Hyundai,8,35000,Individual,Petrol,Manual,19.81,1086,68.05,5,360000
Tata,1,3800,Individual,Petrol,Manual,19.05,1199,84.82,5,730000
Hyundai,9,53000,Dealer,Petrol,Manual,17,1197,80,5,345000
Toyota,6,124000,Dealer,Diesel,Manual,12.99,2494,100,8,1150000
Ford,11,135000,Individual,Diesel,Manual,20,1399,68,5,160000
Maruti,7,90000,Dealer,Diesel,Manual,23.4,1248,74,5,580000
Hyundai,2,5000,Individual,Petrol,Automatic,20.7,1197,81.86,5,650000
Maruti,3,7000,Individual,Petrol,Automatic,21.4,1197,83.1,5,625000
Maruti,5,72000,Dealer,Petrol,Manual,21.79,998,67.05,5,310000
Maruti,2,20000,Individual,Petrol,Manual,21.21,1197,81.8,5,632000
Toyota,3,29456,Dealer,Diesel,Automatic,12.9,2755,174.5,7,3000000
Maruti,4,27000,Dealer,Petrol,Manual,15.37,1196,73,5,410000
Honda,4,70000,Dealer,Diesel,Manual,27.3,1498,98.6,5,625000
Maruti,3,29000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,775000
Datsun,4,20000,Individual,Petrol,Manual,20.63,1198,67.06,5,300000
Maruti,13,34273,Dealer,Petrol,Manual,16.1,1298,88.2,5,190000
Hyundai,9,56702,Dealer,Diesel,Manual,22.32,1582,126.32,5,525000
Tata,2,16320,Dealer,Diesel,Manual,17,1956,167.67,5,1600000
Mahindra,5,87500,Individual,Diesel,Manual,25.32,1198,77,6,350000
Hyundai,8,50000,Dealer,Petrol,Manual,20.36,1197,78.9,5,285000
Maruti,7,69000,Dealer,CNG,Manual,22.8,1373,80.9,7,615000
Maruti,13,110000,Individual,Diesel,Manual,17.8,1248,75,5,220000
Maruti,9,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,350000
Ford,10,83000,Dealer,Diesel,Manual,20,1399,68.05,5,185000
Maruti,12,63000,Individual,Petrol,Manual,19.7,796,46.3,5,140000
Maruti,5,40000,Individual,Diesel,Manual,24.52,1248,88.5,7,810000
Ford,3,50000,Individual,Diesel,Manual,24.4,1498,98.63,5,730000
Porsche,5,47000,Dealer,Diesel,Automatic,15.15,2967,240,5,5975000
Maruti,2,35000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,975000
Maruti,3,20000,Individual,Diesel,Manual,28.09,1248,88.5,5,850000
Maruti,3,35112,Dealer,Petrol,Manual,24.7,796,47.3,5,359000
Honda,7,35000,Individual,Petrol,Manual,17.4,1497,117.3,5,500000
Maruti,1,5000,Individual,Petrol,Manual,22.05,796,47.3,5,300000
Mahindra,3,83000,Individual,Diesel,Manual,16.5,1493,70,7,675000
Tata,4,36812,Dealer,Diesel,Manual,27.28,1047,69,5,545000
Honda,5,19117,Dealer,Petrol,Manual,17.4,1497,117.3,5,765000
Maruti,3,60000,Individual,Petrol,Manual,22,1197,81.8,5,800000
Renault,4,29000,Dealer,Petrol,Automatic,24.04,999,67,5,400000
BMW,7,88000,Dealer,Diesel,Automatic,18.88,1995,184,5,2250000
BMW,4,15000,Dealer,Diesel,Automatic,18.88,1995,184,5,2350000
Maruti,9,40000,Individual,Diesel,Manual,22.9,1248,74,5,430000
Volkswagen,4,20000,Individual,Diesel,Manual,20.14,1498,88,5,725000
Maruti,7,119000,Dealer,Diesel,Manual,20.77,1248,88.8,7,700000
Maruti,4,11707,Dealer,Petrol,Manual,21.21,1197,81.8,5,650000
Hyundai,4,12000,Dealer,Petrol,Automatic,17,1591,121.3,5,1075000
Maruti,7,70000,Individual,Petrol,Manual,22.74,796,47.3,5,175000
Tata,3,27120,Dealer,Petrol,Manual,23.84,1199,84,5,460000
Hyundai,5,17000,Individual,Petrol,Manual,17.19,1197,81.86,5,720000
Hyundai,6,30000,Individual,Petrol,Manual,18.9,1197,82,5,450000
Maruti,2,8500,Dealer,Petrol,Manual,20.89,1197,81.8,5,600000
Ford,5,28000,Individual,Petrol,Automatic,17.01,1499,110.4,5,590000
Datsun,3,22500,Dealer,Petrol,Manual,22.5,999,67,5,280000
Renault,5,53000,Individual,Petrol,Manual,25.17,799,53.3,5,230000
Mercedes-Benz,9,65000,Dealer,Diesel,Automatic,14.21,2143,203,5,1300000
Maruti,4,26917,Dealer,Petrol,Manual,21.01,1197,81.8,5,645000
Hyundai,9,90000,Individual,Diesel,Manual,22.32,1582,126.32,5,370000
Hyundai,3,23000,Dealer,Petrol,Manual,18.6,1197,81.83,5,751000
Maruti,4,13600,Dealer,Diesel,Manual,24.3,1248,88.5,5,825000
Honda,14,155000,Dealer,Petrol,Automatic,10.1,2354,152,5,475000
Renault,2,13000,Individual,Petrol,Manual,25.17,799,53.3,5,370000
Maruti,2,3600,Dealer,Petrol,Automatic,20.52,1197,81.8,5,575000
Hyundai,6,40103,Dealer,Petrol,Manual,18.9,1197,82,5,440000
Maruti,4,100000,Individual,Diesel,Manual,27.39,1248,74,5,700000
Hyundai,2,36000,Dealer,Petrol,Manual,18.9,1197,81.86,5,525000
Honda,10,45000,Dealer,Petrol,Manual,17,1497,118,5,365000
Hyundai,12,70582,Individual,Petrol,Manual,19.81,1086,68.05,5,310000
Hyundai,9,50000,Dealer,Petrol,Manual,17,1197,80,5,395000
Hyundai,7,70000,Individual,Petrol,Automatic,15,1396,98.6,5,375000
Honda,10,73000,Individual,Petrol,Manual,17,1497,118,5,450000
Ford,7,60000,Individual,Petrol,Manual,15.6,1196,70.02,5,175000
Maruti,6,48200,Dealer,Diesel,Manual,25.47,1248,88.5,7,535000
Toyota,8,77000,Dealer,Diesel,Manual,12.8,2494,102,7,645000
Hyundai,6,90000,Individual,Diesel,Manual,22.54,1396,88.73,5,700000
Maruti,4,44000,Individual,Petrol,Manual,23.1,998,67.04,5,410000
Mahindra,9,82164,Dealer,Diesel,Manual,15.1,2179,140,7,780000
Honda,7,80000,Individual,Diesel,Manual,26,1498,98.6,5,450000
Skoda,6,47000,Dealer,Diesel,Manual,21.14,1498,108.6,5,495000
Honda,5,25000,Dealer,Petrol,Automatic,18,1497,117.3,5,790000
Maruti,4,32000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,785000
Maruti,4,39000,Dealer,Petrol,Automatic,23.1,998,67.04,5,425000
Hyundai,5,30000,Dealer,Petrol,Manual,18.6,1197,81.83,5,530000
Toyota,4,47000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1750000
Hyundai,6,77597,Dealer,Petrol,Manual,20.35,1197,81.86,5,666000
Maruti,3,11128,Dealer,CNG,Manual,17.5,1373,80.46,7,875000
Honda,2,12000,Dealer,Petrol,Manual,18.7,1199,88.7,5,825000
Hyundai,5,37400,Individual,Diesel,Manual,24,1120,70,5,520000
Maruti,3,45000,Dealer,Petrol,Manual,21.21,1197,81.8,5,634000
Hyundai,5,64000,Dealer,Diesel,Manual,21.19,1396,88.73,5,695000
Volkswagen,10,45000,Dealer,Petrol,Manual,15.04,1598,103.6,5,335000
Toyota,11,64000,Dealer,Diesel,Manual,11.5,2982,171,7,1085000
Renault,5,64000,Individual,Petrol,Manual,25.17,799,53.3,5,300000
Toyota,2,20212,Dealer,Diesel,Manual,14.24,2755,174.5,7,3000000
Toyota,5,52000,Dealer,Petrol,Manual,11.25,2694,163.7,7,1300000
Hyundai,5,54000,Dealer,Diesel,Manual,22.54,1396,88.73,5,660000
Maruti,11,29000,Dealer,Petrol,Manual,19.7,796,46.3,5,175000
Tata,3,69000,Dealer,Diesel,Automatic,17.6,2179,153.86,7,1400000
Ford,9,25000,Individual,Petrol,Manual,15.6,1196,70,5,295000
Maruti,5,103000,Individual,Diesel,Manual,28.09,1248,88.5,5,745000
Maruti,5,50000,Individual,Petrol,Manual,20.85,1197,83.14,5,460000
Toyota,3,96644,Dealer,Diesel,Automatic,15.04,2755,174.5,7,3175000
Maruti,6,20365,Dealer,Petrol,Automatic,20.51,998,67,5,400000
Maruti,2,8800,Individual,Petrol,Manual,21.4,1197,83.1,5,675000
Hyundai,8,38000,Dealer,Petrol,Manual,20.35,1197,81.86,5,485000
Maruti,1,21005,Dealer,Petrol,Manual,21.21,1197,81.8,5,645000
Hyundai,4,7500,Dealer,Petrol,Manual,18.9,1197,81.86,5,495000
Maruti,4,25000,Individual,Diesel,Manual,24.3,1248,88.5,5,830000
Datsun,4,45000,Dealer,Petrol,Manual,22.5,999,67,5,255000
